name,created_at,tweet,likes
Donald J. Trump,2017-04-22 21:49:10,I am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection. Jobs matter!,89719
Donald J. Trump,2017-05-30 10:40:36,"We have a MASSIVE trade deficit with Germany, plus they pay FAR LESS than they should on NATO &amp; military. Very bad for U.S. This will change",89681
Donald J. Trump,2017-02-10 13:15:27,"LAWFARE: ""Remarkably, in the entire opinion, the panel did not bother even to cite this (the) statute."" A disgraceful decision!",89665
Donald J. Trump,2017-03-28 01:26:04,"Why isn't the House Intelligence Committee looking into the Bill &amp; Hillary deal that allowed big Uranium to go to Russia, Russian speech....",89603
Elizabeth Warren,2017-01-29 02:03:42,We will not allow a Muslim ban in the United States of America. Here's what I said at Logan Airport tonight. #NoBanNoWall,89418
Bernie Sanders,2016-11-11 03:38:45,This is America and we aren't going to throw out 11 million people who are undocumented. We’re not going to turn against Muslims.,89394
Donald J. Trump,2017-06-05 13:49:56,"Pathetic excuse by London Mayor Sadiq Khan who had to think fast on his ""no reason to be alarmed"" statement. MSM is working hard to sell it!",89388
Donald J. Trump,2016-11-16 12:25:21,"Australia, New Zealand, and more. I am always available to them. @nytimes is just upset that they looked like fools in their coverage of me.",89351
Donald J. Trump,2016-06-12 17:58:00,Is President Obama going to finally mention the words radical Islamic terrorism? If he doesn't he should immediately resign in disgrace!,89179
Donald J. Trump,2017-01-27 13:12:52,"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",89080
Bernie Sanders,2016-07-30 01:03:28,I’m Jewish. My father’s family died in concentration camps. I will do everything I can to rid this country of the ugly stain of racism.,89046
Donald J. Trump,2017-02-08 17:41:09,"Big increase in traffic into our country from certain areas, while our people are far more vulnerable, as we wait for what should be EASY D!",89002
Donald J. Trump,2017-01-27 16:30:29,.@VP Mike Pence will be speaking at today's #MarchForLife -- You have our full support!,88886
Donald J. Trump,2017-03-20 10:49:48,The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp; lost!,88670
Donald J. Trump,2017-03-04 11:26:47,The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......,88528
Donald J. Trump,2017-01-14 12:50:26,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......",88471
Donald J. Trump,2017-02-08 22:07:18,'Trump administration seen as more truthful than news media',88344
Donald J. Trump,2017-02-14 22:50:33,"Obamacare continues to fail. Humana to pull out in 2018. Will repeal, replace &amp; save healthcare for ALL Americans.",88291
Donald J. Trump,2016-12-06 19:09:49,"Masa (SoftBank) of Japan has agreed to invest $50 billion in the U.S. toward businesses and 50,000 new jobs....",87903
Donald J. Trump,2017-03-07 03:49:54,"Buy American &amp; hire American are the principles at the core of my agenda, which is: JOBS, JOBS, JOBS! Thank you @exxonmobil.",87669
Donald J. Trump,2016-11-16 12:17:12,"I have recieved and taken calls from many foreign leaders despite what the failing @nytimes said. Russia, U.K., China, Saudi Arabia, Japan,",87629
Donald J. Trump,2017-02-26 11:33:16,"The race for DNC Chairman was, of course, totally ""rigged."" Bernie's guy, like Bernie himself, never had a chance. Clinton demanded Perez!",87588
Bernie Sanders,2017-01-22 23:48:27,Mr. Trump isn't anti-establishment. He and his billionaire friends ARE the establishment and the American people will learn that very soon.,87331
Donald J. Trump,2017-03-28 22:41:09,Why doesn't Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of Uranium?,87256
Donald J. Trump,2017-03-18 13:23:37,"...vast sums of money to NATO &amp; the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!",87256
Maxine Waters,2017-04-15 11:34:56,"On this tax day, remember that instead of releasing his tax returns, Trump is wasting taxpayers' money &amp; enriching himself at his resort.",87240
Donald J. Trump,2017-05-30 11:04:48,Russian officials must be laughing at the U.S. &amp; how a lame excuse for why the Dems lost the election has taken over the Fake News.,87156
Donald J. Trump,2017-01-04 13:19:09,Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow,86973
Donald J. Trump,2017-01-20 18:00:43,"So to all Americans, in every city near and far, small and large, from mountain to mountain...",86855
Donald J. Trump,2017-03-16 00:03:23,"In Nashville, Tennessee! Lets MAKE AMERICA GREAT AGAIN!",86829
Donald J. Trump,2017-04-01 13:02:32,"It is the same Fake News Media that said there is ""no path to victory for Trump"" that is now pushing the phony Russia story. A total scam!",86735
President Trump,2017-01-22 03:00:35,Thank you for the prayers &amp; continued blessings upon our country during the National Prayer Service this morning.,86609
Donald J. Trump,2016-11-02 14:37:03,Praying for the families of the two Iowa police who were ambushed this morning. An attack on those who keep us safe is an attack on us all.,86383
Donald J. Trump,2017-01-12 17:41:11,Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!,86331
Donald J. Trump,2017-01-11 12:31:31,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",86228
Donald J. Trump,2017-02-09 13:26:07,Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....,86134
Bernie Sanders,2017-01-30 16:16:53,Steve Bannon sitting on the National Security Council is dangerous and unprecedented. He must be removed.,85890
Donald J. Trump,2016-11-13 14:43:09,The @nytimes sent a letter to their subscribers apologizing for their BAD coverage of me. I wonder if it will change - doubt it?,85850
Donald J. Trump,2017-02-13 18:50:57,Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canada🇨🇦and the United States🇺🇸,85795
Donald J. Trump,2017-04-28 23:26:18,"North Korea disrespected the wishes of China &amp; its highly respected President when it launched, though unsuccessfully, a missile today. Bad!",85769
Donald J. Trump,2016-07-24 11:56:43,"Wow, President Obama's brother, Malik, just announced that he is voting for me. Was probably treated badly by president-like everybody else!",85654
Donald J. Trump,2017-01-08 02:07:09,"I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",85641
Donald J. Trump,2016-08-07 01:53:45,"I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!",85413
Donald J. Trump,2017-03-08 12:11:25,LinkedIn Workforce Report: January and February were the strongest consecutive months for hiring since August and September 2015,85352
Donald J. Trump,2017-03-15 11:29:05,"Looking forward to a big rally in Nashville, Tennessee, tonight. Big crowd of great people expected. Will be fun!",85334
Donald J. Trump,2017-01-15 22:46:33,".@NBCNews is bad but Saturday Night Live is the worst of NBC. Not funny, cast is terrible, always a complete hit job. Really bad television!",85198
Donald J. Trump,2017-02-13 16:59:06,Welcome to the @WhiteHouse Prime Minister @JustinTrudeau!,85168
Donald J. Trump,2017-02-09 11:57:59,"Sen.Richard Blumenthal, who never fought in Vietnam when he said for years he had (major lie),now misrepresents what Judge Gorsuch told him?",85155
Donald J. Trump,2017-04-26 14:53:26,"HAPPY BIRTHDAY to our @FLOTUS, Melania!",85152
Donald J. Trump,2016-07-17 18:26:51,"We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching",84673
Donald J. Trump,2017-01-09 11:36:02,"Hillary flunky who lost big. For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him.......",84627
Donald J. Trump,2017-02-11 23:15:34,"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",84497
Donald J. Trump,2017-01-07 12:03:31,Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!,84481
Donald J. Trump,2017-02-11 13:24:32,"...design or negotiations yet. When I do, just like with the F-35 FighterJet or the Air Force One Program, price will come WAY DOWN!",84177
Donald J. Trump,2017-04-06 02:12:43,"JOBS, JOBS, JOBS!",84046
Donald J. Trump,2016-10-15 12:23:08,Hillary Clinton should have been prosecuted and should be in jail. Instead she is running for president in what looks like a rigged election,84022
Donald J. Trump,2017-04-17 12:17:59,The Fake Media (not Real Media) has gotten even worse since the election. Every story is badly slanted. We have to hold them to the truth!,83904
Donald J. Trump,2016-12-24 21:44:32,Happy #Hanukkah,83559
Donald J. Trump,2017-03-03 20:48:21,We must fix our education system for our kids to Make America Great Again. Wonderful day at Saint Andrew in Orlando.,83527
Donald J. Trump,2016-11-28 14:02:06,"If Cuba is unwilling to make a better deal for the Cuban people, the Cuban/American people and the U.S. as a whole, I will terminate deal.",83367
Donald J. Trump,2017-02-08 21:46:14,"'Majority in Leading EU Nations Support Trump-Style Travel Ban' Poll of more than 10,000 people in 10 countries...",83340
Donald J. Trump,2017-06-05 10:25:02,"People, the lawyers and the courts can call it whatever they want, but I am calling it what we need and what it is, a TRAVEL BAN!",83332
Donald J. Trump,2017-02-28 02:43:03,I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!,83294
Donald J. Trump,2017-01-03 17:20:43,There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.,83228
Donald J. Trump,2016-12-30 22:18:18,"Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!",83171
Donald J. Trump,2017-05-03 03:06:16,...Trump/Russia story was an excuse used by the Democrats as justification for losing the election. Perhaps Trump just ran a great campaign?,83154
Donald J. Trump,2017-02-12 13:04:49,"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",83153
Donald J. Trump,2017-06-05 10:44:18,In any event we are EXTREME VETTING people coming into the U.S. in order to help keep our country safe. The courts are slow and political!,82871
Donald J. Trump,2016-11-30 03:50:44,Big day on Thursday for Indiana and the great workers of that wonderful state.We will keep our companies and jobs in the U.S. Thanks Carrier,82869
Donald J. Trump,2017-02-12 13:23:18,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,82760
Donald J. Trump,2017-05-28 12:10:43,Just returned from Europe. Trip was a great success for America. Hard work but big results!,82680
Donald J. Trump,2017-03-07 13:41:58,"Don't worry, getting rid of state lines, which will promote competition, will be in phase 2 &amp; 3 of healthcare rollout. @foxandfriends",82631
Donald J. Trump,2017-03-20 13:14:49,"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?",82557
Donald J. Trump,2016-12-24 21:33:27,"The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!",82532
Donald J. Trump,2017-01-19 04:01:40,Thank you to our amazing Wounded Warriors for their service. It was an honor to be with them tonight in D.C. #Heroes,82487
Adam Schiff,2017-02-04 15:41:34,"This ""so-called"" judge was nominated by a ""so-called"" President &amp; was confirmed by the ""so-called"" Senate. Read the ""so-called"" Constitution",82418
Donald J. Trump,2017-05-12 12:07:36,"...Maybe the best thing to do would be to cancel all future ""press briefings"" and hand out written responses for the sake of accuracy???",82209
Donald J. Trump,2016-06-09 18:22:21,Obama just endorsed Crooked Hillary. He wants four more years of Obama—but nobody else does!,82178
President Trump,2017-02-06 03:42:14,"What an amazing comeback and win by the Patriots. Tom Brady, Bob Kraft and Coach B are total winners. Wow! #SuperBowl -DJT",82164
Donald J. Trump,2017-04-20 13:48:14,"Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H.",82029
Bernie Sanders,2017-05-09 23:16:00,Donald Trump’s decision to fire FBI Director James Comey raises serious questions about what his administration is hiding.,82025
Donald J. Trump,2017-04-11 11:59:04,I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!,82008
Donald J. Trump,2016-07-27 13:01:03,Not one American flag on the massive stage at the Democratic National Convention until people started complaining-then a small one. Pathetic,81950
Donald J. Trump,2017-03-07 12:13:59,Our wonderful new Healthcare Bill is now out for review and negotiation. ObamaCare is a complete and total disaster - is imploding fast!,81914
Donald J. Trump,2017-03-08 00:14:30,I feel sure that my friend @RandPaul will come along with the new and great health care program because he knows Obamacare is a disaster!,81878
Donald J. Trump,2016-11-20 13:39:05,"General James ""Mad Dog"" Mattis, who is being considered for Secretary of Defense, was very impressive yesterday. A true General's General!",81768
Donald J. Trump,2016-07-08 11:02:41,Prayers and condolences to all of the families who are so thoroughly devastated by the horrors we are all watching take place in our country,81704
Donald J. Trump,2016-12-21 13:29:38,I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!,81539
Donald J. Trump,2017-02-24 12:31:49,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......",81526
Donald J. Trump,2017-01-13 10:49:34,"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",81321
Donald J. Trump,2017-03-28 02:03:17,"The Democrats will make a deal with me on healthcare as soon as ObamaCare folds - not long. Do not worry, we are in very good shape!",81319
Donald J. Trump,2017-05-07 19:22:17,Congratulations to Emmanuel Macron on his big win today as the next President of France. I look very much forward to working with him!,81310
Chris Murphy,2017-05-12 16:13:03,Law firm @POTUS used to show he has no ties to Russia was named Russia Law Firm of the Year for their extensive ties to Russia. Unreal.,81142
Donald J. Trump,2017-04-02 13:34:16,The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.,81048
Donald J. Trump,2017-03-15 12:14:20,CEO's most optimistic since 2009. It will only get better as we continue to slash unnecessary regulations and when we begin our big tax cut!,81022
Donald J. Trump,2017-04-28 12:15:59,"We are making tremendous progress with the V. A. There has never been so much done so quickly, and we have just started. We love our VETS!",80973
Donald J. Trump,2017-02-12 11:55:10,"72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA &amp; YEMEN",80945
Donald J. Trump,2017-05-03 02:51:07,FBI Director Comey was the best thing that ever happened to Hillary Clinton in that he gave her a free pass for many bad deeds! The phony...,80921
Donald J. Trump,2017-02-15 12:19:18,Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,80787
Donald J. Trump,2017-03-16 04:20:41,"Thank you Nashville, Tennessee!",80721
Bernie Sanders,2017-01-27 15:36:50,"Science is science. There are no ""alternative facts."" A modern society cannot survive unless decisions are made on evidence-based research.",80585
Donald J. Trump,2017-04-22 19:01:59,"Today on Earth Day, we celebrate our beautiful forests, lakes and land. We stand committed to preserving the natural beauty of our nation.",80562
Donald J. Trump,2017-05-12 11:53:48,The Fake Media is working overtime today!,80491
Donald J. Trump,2017-01-04 01:14:52,"The ""Intelligence"" briefing on so-called ""Russian hacking"" was delayed until Friday, perhaps more time needed to build a case. Very strange!",80490
Donald J. Trump,2017-05-16 12:10:29,"I have been asking Director Comey &amp; others, from the beginning of my administration, to find the LEAKERS in the intelligence community.....",80486
Donald J. Trump,2017-04-02 12:56:49,Anybody (especially Fake News media) who thinks that Repeal &amp; Replace of ObamaCare is dead does not know the love and strength in R Party!,80482
Donald J. Trump,2017-05-10 11:19:04,"James Comey will be replaced by someone who will do a far better job, bringing back the spirit and prestige of the FBI.",80408
Donald J. Trump,2017-04-29 17:39:48,"Mainstream (FAKE) media refuses to state our long list of achievements, including 28 legislative signings, strong borders &amp; great optimism!",80332
Donald J. Trump,2016-10-10 17:22:22,"Paul Ryan should spend more time on balancing the budget, jobs and illegal immigration and not waste his time on fighting Republican nominee",80249
Donald J. Trump,2017-04-10 21:59:10,Congratulations to Justice Neil Gorsuch on his elevation to the United States Supreme Court. A great day for America! #SCOTUS,80145
Bernie Sanders,2016-11-12 17:09:00,"There is no compromise on racism, bigotry, xenophobia and sexism. We will fight it in all its forms, whenever and wherever it re-emerges.",80135
Donald J. Trump,2017-06-01 01:05:17,"I will be announcing my decision on Paris Accord, Thursday at 3:00 P.M. The White House Rose Garden. MAKE AMERICA GREAT AGAIN!",79971
Donald J. Trump,2016-11-22 11:46:57,Great meetings will take place today at Trump Tower concerning the formation of the people who will run our government for the next 8 years.,79967
Donald J. Trump,2017-01-28 13:08:42,Thr coverage about me in the @nytimes and the @washingtonpost gas been so false and angry that the times actually apologized to its.....,79914
Donald J. Trump,2017-01-04 18:52:09,"Jackie Evancho's album sales have skyrocketed after announcing her Inauguration performance.Some people just don't understand the ""Movement""",79879
Donald J. Trump,2016-11-01 14:14:09,"So terrible that Crooked didn't report she got the debate questions from Donna Brazile, if that were me it would have been front page news!",79824
Donald J. Trump,2017-02-22 12:20:40,"One thing I will say about Rep. Keith Ellison, in his fight to lead the DNC, is that he was the one who predicted early that I would win!",79724
Donald J. Trump,2017-01-15 13:59:29,"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",79513
Donald J. Trump,2017-03-07 13:13:20,"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends",79322
Donald J. Trump,2017-05-20 15:50:29,"Thank you to the BRAVE servicemen &amp; women who have served, and continue to serve the United States- our true HEROES! #ArmedForcesDay",79199
Donald J. Trump,2017-05-12 11:51:56,"Again, the story that there was collusion between the Russians &amp; Trump campaign was fabricated by Dems as an excuse for losing the election.",79067
Donald J. Trump,2017-04-01 12:43:32,When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?,78721
Donald J. Trump,2017-01-07 15:10:46,"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",78701
Donald J. Trump,2017-01-15 14:02:41,"will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!",78649
Donald J. Trump,2017-01-05 12:06:42,...time for Republicans &amp; Democrats to get together and come up with a healthcare plan that really works - much less expensive &amp; FAR BETTER!,78642
Donald J. Trump,2016-11-22 02:14:21,Prior to the election it was well known that I have interests in properties all over the world.Only the crooked media makes this a big deal!,78635
Donald J. Trump,2017-05-28 12:34:44,"Whenever you see the words 'sources say' in the fake news media, and they don't mention names....",78572
Donald J. Trump,2016-10-15 11:45:58,"This election is being rigged by the media pushing false and unsubstantiated charges, and outright lies, in order to elect Crooked Hillary!",78487
Donald J. Trump,2017-01-09 04:05:31,Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,78374
Donald J. Trump,2016-12-11 13:12:06,"Being at the Army - Navy Game was fantastic. There is nothing like the spirit in that stadium. A wonderful experience, and congrats to Army!",78371
Donald J. Trump,2017-03-23 22:19:43,It was an honor to welcome so many truckers and trucking industry leaders to the @WhiteHouse today!,78313
Donald J. Trump,2016-08-02 19:07:25,President Obama will go down as perhaps the worst president in the history of the United States!,78226
Donald J. Trump,2017-02-15 12:28:37,"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",78087
Donald J. Trump,2016-12-20 13:03:59,"Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He ""doesn't know much"" ...",78074
Elizabeth Warren,2017-03-21 21:34:58,The FBI Director testified @realDonaldTrump's campaign is under investigation for collusion w/ Russia. Lifetime court appointments can wait.,78041
Donald J. Trump,2017-05-30 13:59:28,"The U.S. Senate should switch to 51 votes, immediately, and get Healthcare and TAX CUTS approved, fast and easy. Dems would do it, no doubt!",78011
Donald J. Trump,2017-04-09 15:20:39,So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great...,78005
Donald J. Trump,2017-05-16 11:13:00,"...to terrorism and airline flight safety. Humanitarian reasons, plus I want Russia to greatly step up their fight against ISIS &amp; terrorism.",77733
Donald J. Trump,2016-12-28 03:10:07,"The U.S. Consumer Confidence Index for December surged nearly four points to 113.7, THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!",77570
Adam Schiff,2017-04-14 21:06:49,The same WH that just agreed to sell your browsing history won't disclose visits to WH to protect privacy of lobbyists. Swamp wins again.,77563
Donald J. Trump,2017-04-19 04:09:17,"Despite major outside money, FAKE media support and eleven Republican candidates, BIG ""R"" win with runoff in Georgia. Glad to be of help!",77518
Donald J. Trump,2017-05-16 11:03:36,"As President I wanted to share with Russia (at an openly scheduled W.H. meeting) which I have the absolute right to do, facts pertaining....",77480
Donald J. Trump,2017-02-11 13:18:43,"I am reading that the great border WALL will cost more than the government originally thought, but I have not gotten involved in the.....",77472
Donald J. Trump,2017-05-10 11:10:48,"The Democrats have said some of the worst things about James Comey, including the fact that he should be fired, but now they play so sad!",77359
Donald J. Trump,2017-01-14 13:07:12,"mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",77322
Donald J. Trump,2017-06-02 18:30:41,#MakeAmericaGreatAgain🇺🇸,77238
Donald J. Trump,2016-11-13 16:33:26,I will be interviewed on @60Minutes tonight after the NFL game - 7:00 P.M. Enjoy!,77191
Donald J. Trump,2016-06-12 15:45:19,"Horrific incident in FL. Praying for all the victims &amp; their families. When will this stop? When will we get tough, smart &amp; vigilant?",77167
Donald J. Trump,2016-12-13 11:57:35,Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!,76842
Elizabeth Warren,2017-01-31 17:54:04,"Let me repeat: the @POTUS fired the nation’s top law enforcement officer for refusing to defend an illegal, unconstitutional, immoral order.",76772
Donald J. Trump,2016-12-26 21:41:58,"The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!",76771
Donald J. Trump,2016-11-30 11:59:38,"Hence, legal documents are being crafted which take me completely out of business operations. The Presidency is a far more important task!",76629
Donald J. Trump,2017-03-21 02:18:20,"Thank you Louisville, Kentucky. Together, we will MAKE AMERICA SAFE AND GREAT AGAIN!",76557
Donald J. Trump,2016-11-16 12:12:30,"The failing @nytimes story is so totally wrong on transition. It is going so smoothly. Also, I have spoken to many foreign leaders.",76544
Donald J. Trump,2017-04-21 20:22:14,"WELCOME HOME, AYA! #GodBlessTheUSA🇺🇸",76521
Donald J. Trump,2017-04-03 16:00:33,"Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship.",76416
Donald J. Trump,2017-05-27 10:03:12,"Many NATO countries have agreed to step up payments considerably, as they should. Money is beginning to pour in- NATO will be much stronger.",76380
Donald J. Trump,2016-12-07 18:38:00,"We pause today to remember the 2,403 American heroes who selflessly gave their lives at Pearl Harbor 75 years ago...",76368
Bernie Sanders,2017-02-24 14:28:53,"If you don’t have the guts to face your constituents, then you shouldn’t be in the United States Congress.",76362
Donald J. Trump,2017-04-17 12:07:16,"""The first 90 days of my presidency has exposed the total failure of the last eight years of foreign policy!"" So true. @foxandfriends",76361
Donald J. Trump,2017-01-25 22:05:59,I will be interviewed by @DavidMuir tonight at 10 o'clock on @ABC. Will be my first interview from the White House. Enjoy!,76331
Donald J. Trump,2017-05-12 12:26:15,"James Comey better hope that there are no ""tapes"" of our conversations before he starts leaking to the press!",76317
Elizabeth Warren,2017-05-09 23:10:07,But does anyone seriously believe @realDonaldTrump fired the top person investigating his ties to Russia because he was unfair to Hillary?,76270
Donald J. Trump,2017-05-16 19:38:42,"It was a great honor to welcome the President of Turkey, Recep Tayyip Erdoğan, to the @WhiteHouse today!",76250
Donald J. Trump,2017-04-30 12:32:50,...healthcare plan is on its way. Will have much lower premiums &amp; deductibles while at the same time taking care of pre-existing conditions!,76181
Donald J. Trump,2016-12-13 11:43:38,"I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State.",76083
Bernie Sanders,2017-02-25 19:25:50,Trump attacks the media all the time because he lies all of the time. It's imperative we all stand up to Trump's drift to authoritarianism.,75949
Donald J. Trump,2016-07-05 15:39:06,FBI director said Crooked Hillary compromised our national security. No charges. Wow! #RiggedSystem,75801
Donald J. Trump,2017-05-29 00:07:01,"The massive TAX CUTS/REFORM that I have submitted is moving along in the process very well, actually ahead of schedule. Big benefits to all!",75746
Donald J. Trump,2017-04-21 10:32:01,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on presidential election!,75585
Donald J. Trump,2017-04-13 19:21:07,It was a great honor to welcome Atlanta's heroic first responders to the White House this afternoon!,75410
Donald J. Trump,2017-04-22 16:15:01,Big TAX REFORM AND TAX REDUCTION will be announced next Wednesday.,75408
President Trump,2017-01-20 19:11:33,#InaugurationDay Speech🇺🇸,75382
Donald J. Trump,2017-02-08 13:04:47,"I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible, dangerous and wrong decision.......",75338
Donald J. Trump,2017-03-29 12:01:52,"Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!",75294
Donald J. Trump,2017-05-10 11:27:13,"Comey lost the confidence of almost everyone in Washington, Republican and Democrat alike. When things calm down, they will be thanking me!",75019
Donald J. Trump,2017-03-31 11:04:32,"Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media &amp; Dems, of historic proportion!",74973
Donald J. Trump,2017-02-15 19:17:59,"Welcome to the United States, @IsraeliPM Benjamin &amp; Sara! #ICYMI🇺🇸🇮🇱Joint Press Conference:",74858
Bernie Sanders,2017-02-06 18:45:28,"It is extraordinary how little Donald Trump knows about immigration, or cares about the Constitution, rule of law or separation of powers.",74811
Donald J. Trump,2017-05-26 20:26:55,Terrorists are engaged in a war against civilization- it is up to all who value life to confront &amp; defeat this evil➡️,74749
Donald J. Trump,2017-02-13 15:53:08,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce.,74712
John Lewis,2016-11-03 12:58:29,"I’ve marched, protested, been beaten and arrested--all for the right to vote. Friends of mine gave their lives. Honor their sacrifice. Vote.",74583
Elizabeth Warren,2017-02-09 01:30:13,"If Jeff Sessions makes even the tiniest attempt to bring his racism, sexism &amp; bigotry into @TheJusticeDept, he'll hear from all of us.",74487
Donald J. Trump,2017-01-08 18:56:20,"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",74465
Rep. Ted Lieu,2017-05-19 14:01:25,"To: @POTUS @realDonaldTrump Here's a cheat sheet for your 1st overseas visit. From: @RepTedLieu, Member of House Foreign Affairs Committee",74402
Donald J. Trump,2017-03-30 02:12:09,Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day. #ThankAVeteran,74285
John Lewis,2017-01-16 14:46:09,He gave his life for us.,74230
Donald J. Trump,2017-02-09 13:19:08,"Chris Cuomo, in his interview with Sen. Blumenthal, never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!",74082
Donald J. Trump,2016-12-10 14:11:49,"Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp; untrue - FAKE NEWS!",73987
Donald J. Trump,2017-05-04 11:02:54,The Fake News media is officially out of control. They will do or say anything in order to get attention - never been a time like this!,73909
Donald J. Trump,2017-01-26 23:45:28,Will be interviewed by @SeanHannity on @FoxNews at 10:00pm tonight. Enjoy!,73896
Bernie Sanders,2017-02-01 17:26:56,"If Donald Trump would like to investigate what he considers ""voter fraud,"" perhaps he should start with his family and advisors.",73886
Donald J. Trump,2017-04-21 10:50:33,"No matter how much I accomplish during the ridiculous standard of the first 100 days, &amp; it has been a lot (including S.C.), media will kill!",73794
Donald J. Trump,2017-05-12 12:54:54,"When James Clapper himself, and virtually everyone else with knowledge of the witch hunt, says there is no collusion, when does it end?",73728
Donald J. Trump,2017-04-02 13:03:43,"Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck.",73688
Donald J. Trump,2017-04-03 10:15:17,"Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story.",73682
Donald J. Trump,2016-11-27 13:29:30,"Trump is going to be our President. We owe him an open mind and the chance to lead."" So much time and money will be spent - same result! Sad",73623
Donald J. Trump,2017-01-03 12:30:05,General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!,73464
