name,created_at,tweet,likes
Donald J. Trump,2017-04-18 10:46:19,Republicans must get out today and VOTE in Georgia 6. Force runoff and easy win! Dem Ossoff will raise your taxes-very bad on crime &amp; 2nd A.,63001
Donald J. Trump,2017-01-02 18:44:04,"I thought and felt I would win big, easily over the fabled 270 (306). When they cancelled fireworks, they knew, and so did I.",62997
Bernie Sanders,2017-02-10 16:36:07,A president who respected the separation of powers would not have tried to bully a federal appeals court with taunts on Twitter.,62795
Donald J. Trump,2017-05-21 21:51:53,#RiyadhSummit #POTUSAbroad🇺🇸,62590
Donald J. Trump,2017-02-12 05:02:01,#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea.,62516
Donald J. Trump,2017-05-26 20:39:51,"On behalf of @FLOTUS Melania and myself, thank you for a wonderful dinner and evening, President Sergio Mattarella. #G7Taormina",62508
Donald J. Trump,2016-12-13 00:33:05,I will be making my announcement on the next Secretary of State tomorrow morning.,62486
Donald J. Trump,2016-10-22 03:33:54,The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!,62454
President Trump,2017-01-23 12:00:43,Busy week planned with a heavy focus on jobs &amp; national security. Top executives coming in at 9 A.M. to talk manufacturing in America. -DJT,62450
Donald J. Trump,2017-04-25 12:30:15,Canada has made business for our dairy farmers in Wisconsin and other border states very difficult. We will not stand for this. Watch!,62448
Donald J. Trump,2017-03-24 12:23:00,"The irony is that the Freedom Caucus, which is very pro-life and against Planned Parenthood, allows P.P. to continue if they stop this plan!",62315
Donald J. Trump,2017-01-05 13:25:30,"The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states, it is for the people....",62258
Donald J. Trump,2017-05-10 12:39:59,"caught, he cried like a baby and begged for forgiveness...and now he is judge &amp; jury. He should be the one who is investigated for his acts.",62174
Donald J. Trump,2017-04-22 16:05:37,Getting ready to visit Walter Reed Medical Center with Melania. Looking forward to seeing our bravest and greatest Americans!,62143
Donald J. Trump,2017-05-04 17:43:11,"I am watching the Democrats trying to defend the ""you can keep you doctor, you can keep your plan &amp; premiums will go down"" ObamaCare lie.""",62029
Donald J. Trump,2016-12-24 20:59:30,".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes."" Dishonest!",61994
Donald J. Trump,2016-09-24 17:08:17,"If dopey Mark Cuban of failed Benefactor fame wants to sit in the front row, perhaps I will put Gennifer Flowers right alongside of him!",61959
Bernie Sanders,2016-11-11 16:14:01,If Trump is serious about being a president for all Americans he must rescind his plans to ban Muslims and deport 11 million people.,61959
Donald J. Trump,2017-04-08 19:00:08,The reason you don't generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!,61958
Donald J. Trump,2016-11-19 13:39:34,The ONLY bad thing about winning the Presidency is that I did not have the time to go through a long but winning trial on Trump U. Too bad!,61957
Donald J. Trump,2016-12-22 22:26:05,"Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!",61920
Maxine Waters,2017-04-13 23:11:08,Trump is no longer just a bully. He is now very dangerous and still has no business being President of the United States.,61895
Donald J. Trump,2016-07-28 02:39:07,Shooting deaths of police officers up 78% this year. We must restore law and order and protect our great law enforcement officers!,61856
Bernie Sanders,2017-02-08 16:03:35,I think Sen. McConnell owes @SenWarren an apology. It's outrageous she was denied the right to voice her concerns about Jeff Sessions.,61750
Donald J. Trump,2016-09-01 10:31:17,Mexico will pay for the wall!,61737
Donald J. Trump,2016-08-02 02:22:42,Great afternoon in Ohio &amp; a great evening in Pennsylvania - departing now. See you tomorrow Virginia!,61651
Donald J. Trump,2016-07-27 16:16:02,"If Russia or any other country or person has Hillary Clinton's 33,000 illegally deleted emails, perhaps they should share them with the FBI!",61634
Donald J. Trump,2017-03-20 23:03:36,"Thank you Louisville, Kentucky- on my way! #MAGA🇺🇸",61598
Donald J. Trump,2017-04-17 13:31:03,"The super Liberal Democrat in the Georgia Congressioal race tomorrow wants to protect criminals, allow illegal immigration and raise taxes!",61588
Donald J. Trump,2017-04-01 16:50:36,"Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked....",61577
Donald J. Trump,2017-01-17 01:42:18,"""@levisteveholt: @realDonaldTrump I appreciate your use of Twitter to keep us informed and maintain transparency."" Very dishonest media!",61522
Donald J. Trump,2017-04-18 02:18:38,"With eleven Republican candidates running in Georgia (on Tuesday) for Congress, a runoff will be a win. Vote ""R"" for lower taxes &amp; safety!",61499
Adam Schiff,2017-03-25 12:35:06,The American people demand – and deserve – the truth. Congress must create an independent commission to #FollowTheFacts on Russia.,61473
Donald J. Trump,2016-11-08 18:03:49,We need your vote. Go to the POLLS! Let's continue this MOVEMENT! Find your poll location: #ElectionDay #VoteTrump,61442
Donald J. Trump,2017-04-23 19:55:04,...popular vote. ABC News/Washington Post Poll (wrong big on election) said almost all stand by their vote on me &amp; 53% said strong leader.,61364
Donald J. Trump,2017-01-04 12:22:38,"Julian Assange said ""a 14 year old could have hacked Podesta"" - why was DNC so careless? Also said Russians did not give him the info!",61356
Donald J. Trump,2016-10-08 14:48:22,Certainly has been an interesting 24 hours!,61316
Bernie Sanders,2016-11-14 21:24:52,"Sorry, Mr. Trump. The future of the planet is more important than the short-term profits of the oil, coal and gas industries.",61311
Donald J. Trump,2017-04-30 12:28:04,You can't compare anything to ObamaCare because ObamaCare is dead. Dems want billions to go to Insurance Companies to bail out donors....New,61146
Donald J. Trump,2017-05-23 15:43:16,"Thank you for such a wonderful and unforgettable visit, Prime Minister @Netanyahu and @PresidentRuvi.",61077
Donald J. Trump,2017-06-05 10:37:59,The Justice Dept. should ask for an expedited hearing of the watered down Travel Ban before the Supreme Court - &amp; seek much tougher version!,61057
Bernie Sanders,2017-06-01 20:41:10,What President Trump did today by withdrawing from the Paris Climate Accord is an international disgrace.,60886
Donald J. Trump,2017-04-06 18:30:49,"It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP and @SecondLady. #USA🇺🇸",60824
John Lewis,2017-01-16 14:42:04,He went to jail for us. #goodtrouble,60732
Donald J. Trump,2017-05-08 14:43:35,"Ask Sally Yates, under oath, if she knows how classified information got into the newspapers soon after she explained it to W.H. Counsel.",60658
Donald J. Trump,2017-05-07 12:49:39,Republican Senators will not let the American people down! ObamaCare premiums and deductibles are way up - it was a lie and it is dead!,60576
Bernie Sanders,2017-02-04 15:22:19,"Trump has to learn the very important truth stated by Washington AG Bob Ferguson: ""No one is above the law, not even the president.""",60569
Donald J. Trump,2017-04-27 14:37:30,I promise to rebuild our military and secure our border. Democrats want to shut down the government. Politics!,60566
Donald J. Trump,2016-11-08 18:23:39,#ElectionDay,60523
Chris Murphy,2017-01-12 15:18:54,Trump said yesterday no one cares about his tax returns. @RonWyden &amp; I have a bill requiring their release. Retweet this if you agree w us.,60514
Donald J. Trump,2017-03-30 13:07:42,"The Freedom Caucus will hurt the entire Republican agenda if they don't get on the team, &amp; fast. We must fight them, &amp; Dems, in 2018!",60502
John Lewis,2017-01-29 01:25:23,This is a dark hour for America.,60397
Donald J. Trump,2017-04-27 14:37:51,What's more important? Rebuilding our military - or bailing out insurance companies? Ask the Democrats.,60306
Donald J. Trump,2017-03-15 20:55:52,I will be interviewed by @TuckerCarlson tonight at 9:00 P.M. on @FoxNews. Enjoy!,60290
Donald J. Trump,2016-09-14 03:09:37,Why isn't President Obama working instead of campaigning for Hillary Clinton?,60215
Donald J. Trump,2017-04-27 14:39:25,As families prepare for summer vacations in our National Parks - Democrats threaten to close them and shut down the government. Terrible!,60188
Elizabeth Warren,2017-03-23 00:55:29,"The idea that Devin Nunes will investigate Trump/Russia is a farce. It's time for a real, independent, transparent inquiry.",60166
Donald J. Trump,2017-05-08 11:57:42,General Flynn was given the highest security clearance by the Obama Administration - but the Fake News seldom likes talking about that.,60157
Donald J. Trump,2016-12-17 13:57:20,China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.,60130
Donald J. Trump,2016-12-15 13:28:54,"The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!",60054
Donald J. Trump,2016-07-07 01:34:20,Where is the outrage for this Disney book? Is this the 'Star of David' also? Dishonest media! #Frozen,60027
Donald J. Trump,2016-09-26 01:13:40,"Really sad news: The great Arnold Palmer, the ""King,"" has died. There was no-one like him - a true champion! He will be truly missed.",59962
Donald J. Trump,2017-05-28 12:45:16,....it is very possible that those sources don't exist but are made up by fake news writers. #FakeNews is the enemy!,59905
Maxine Waters,2017-05-26 20:51:01,"Jared Kushner is under scrutiny in the FBI's Trump-Russia investigation. In other news, water is wet.",59899
Donald J. Trump,2016-10-29 20:02:16,So nice - great Americans outside Trump Tower right now. Thank you!,59814
Donald J. Trump,2016-09-10 12:47:18,"Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard working people. I think it will cost her at the Polls!",59737
Donald J. Trump,2016-10-11 23:04:25,"Wow, @CNN Town Hall questions were given to Crooked Hillary Clinton in advance of big debates against Bernie Sanders. Hillary &amp; CNN FRAUD!",59712
Donald J. Trump,2017-03-31 01:43:35,Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain🇺🇸,59693
Maxine Waters,2017-04-18 13:01:15,"The President is a liar, his actions are contemptible, &amp; I'm going to fight everyday until he's impeached.",59661
Donald J. Trump,2017-04-29 15:35:26,"Looking forward to RALLY in the Great State of Pennsylvania tonight at 7:30. Big crowd, big energy!",59633
Donald J. Trump,2017-05-31 20:04:45,"We traveled the world to strengthen long-standing alliances, and to form new partnerships. See more at:",59522
Donald J. Trump,2016-12-12 13:26:13,The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.,59469
Donald J. Trump,2017-05-05 02:55:02,It was a GREAT day for the United States of America! This is a great plan that is a repeal &amp; replace of ObamaCare. Make no mistake about it.,59452
Donald J. Trump,2016-08-20 00:17:09,#WheresHillary? Sleeping!!!!!,59425
Adam Schiff,2017-03-27 22:44:43,After much consideration I believe Chairman should recuse himself from involvement in investigation/oversight of Trump campaign &amp; transition,59419
Donald J. Trump,2017-01-17 14:30:19,"With all of the jobs I am bringing back into the U.S. (even before taking office), with all of the new auto plants coming back into our.....",59374
Bernie Sanders,2017-02-22 15:44:27,There is no compromise on racism. There is no compromise on bigotry. There is no compromise on xenophobia.,59362
Donald J. Trump,2017-02-14 20:21:59,Great parent-teacher listening session this morning with @VP Pence &amp; @usedgov Secretary @BetsyDeVos. Watch:,59285
Donald J. Trump,2016-12-12 13:21:20,"Unless you catch ""hackers"" in the act, it is very hard to determine who was doing the hacking. Why wasn't this brought up before election?",59253
Donald J. Trump,2017-01-20 17:58:24,It is time to remember that...,59248
Donald J. Trump,2017-05-31 10:45:27,"...case against him &amp; now wants to clear his name by showing ""the false or misleading testimony by James Comey, John Brennan..."" Witch Hunt!",59242
Donald J. Trump,2017-06-06 12:15:36,"Sorry folks, but if I would have relied on the Fake News of CNN, NBC, ABC, CBS, washpost or nytimes, I would have had ZERO chance winning WH",59201
Donald J. Trump,2017-01-16 00:29:05,"much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",59193
Donald J. Trump,2016-10-15 18:29:22,Nothing ever happened with any of these women. Totally made up nonsense to steal the election. Nobody has more respect for women than me!,59112
Donald J. Trump,2017-01-03 12:46:33,"People must remember that ObamaCare just doesn't work, and it is not affordable - 116% increases (Arizona). Bill Clinton called it ""CRAZY""",59098
Donald J. Trump,2017-02-15 21:34:05,Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace,59012
Donald J. Trump,2017-04-22 16:10:26,Next Saturday night I will be holding a BIG rally in Pennsylvania. Look forward to it!,59007
Donald J. Trump,2016-10-17 22:51:31,Get rich quick! Crooked Hillary Clinton's pay to play guide:,58985
Donald J. Trump,2016-09-27 13:17:40,The #1 trend on Twitter right now is #TrumpWon - thank you!,58943
Donald J. Trump,2016-11-01 12:01:11,"Crooked Hillary should not be allowed to run for president. She deleted 33,000 e-mails AFTER getting a subpoena from U.S. Congress. RIGGED!",58937
Donald J. Trump,2017-04-11 12:59:20,"Ron Estes is running TODAY for Congress in the Great State of Kansas. A wonderful guy, I need his help on Healthcare &amp; Tax Cuts (Reform).",58935
Donald J. Trump,2017-04-27 14:39:04,Democrats used to support border security — now they want illegals to pour through our borders.,58928
Donald J. Trump,2017-04-23 14:20:12,ObamaCare is in serious trouble. The Dems need big money to keep it going - otherwise it dies far sooner than anyone would have thought.,58806
Bernie Sanders,2017-01-17 23:21:23,"Betsy DeVos, if you had not given $200 million to the Republican Party do you think you would be nominated to lead the Education Department?",58776
Bernie Sanders,2017-02-18 21:28:51,"Good thing we have Donald Trump, a pathological liar, to tell us the “truth.""",58773
Donald J. Trump,2017-05-10 12:57:16,The Roger Stone report on @CNN is false - Fake News. Have not spoken to Roger in a long time - had nothing to do with my decision.,58653
Donald J. Trump,2017-05-04 17:56:51,Insurance companies are fleeing ObamaCare - it is dead. Our healthcare plan will lower premiums &amp; deductibles - and be great healthcare!,58629
Donald J. Trump,2017-03-31 18:30:38,It is an exciting time for our country! #WeeklyAddress #ConfirmGorsuch,58617
Donald J. Trump,2017-03-13 13:11:17,"ObamaCare is imploding. It is a disaster and 2017 will be the worst year yet, by far! Republicans will come together and save the day.",58594
Donald J. Trump,2017-01-08 16:46:07,Kellyanne Conway went to @MeetThePress this morning for an interview with @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!,58574
Donald J. Trump,2017-04-03 19:39:05,It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership between the U.S. and Egypt.,58525
Donald J. Trump,2016-10-23 14:04:01,"Well, Iran has done it again. Taken two of our people and asking for a fortune for their release. This doesn't happen if I'm president!",58477
Donald J. Trump,2017-02-24 00:06:44,Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!,58444
Donald J. Trump,2017-03-30 22:16:17,The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits...,58426
Donald J. Trump,2017-01-18 13:00:51,"""Bayer AG has pledged to add U.S. jobs and investments after meeting with President-elect Donald Trump, the latest in a string..."" @WSJ",58396
Donald J. Trump,2017-01-17 01:49:38,"At 9:00 P.M. @CNN, of all places, is doing a Special Report on my daughter, Ivanka. Considering it is CNN, can't imagine it will be great!",58394
Jim McGovern,2017-02-18 13:05:03,This is Woodward and Bernstein. Nixon called them the enemy. They proved that no president is above the law. #NotTheEnemy,58347
Donald J. Trump,2017-01-13 11:22:38,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....,58331
Elizabeth Warren,2017-01-29 01:33:16,Tonight we fight for American values at airports all across this country. I'm at Logan Airport now to say: #nomuslimban #NoBanNoWall,58270
Donald J. Trump,2016-12-13 12:44:06,The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.,58225
Donald J. Trump,2016-10-23 12:53:51,"""If you can't run your own house you certainly can't run the White House"" A statement made by Mrs. Obama about Crooked Hillary Clinton",58183
Donald J. Trump,2017-01-27 20:20:15,Statement on International Holocaust Remembrance Day:,58118
Donald J. Trump,2017-01-03 23:58:31,I will be having a general news conference on JANUARY ELEVENTH in N.Y.C. Thank you.,58094
Donald J. Trump,2017-01-18 12:44:03,"to the U.S., but had nothing to do with TRUMP, is more FAKE NEWS. Ask top CEO's of those companies for real facts. Came back because of me!",58061
Donald J. Trump,2017-05-10 12:24:32,"Watching Senator Richard Blumenthal speak of Comey is a joke. ""Richie"" devised one of the greatest military frauds in U.S. history. For....",58005
Donald J. Trump,2016-10-11 12:16:57,"Despite winning the second debate in a landslide (every poll), it is hard to do well when Paul Ryan and others give zero support!",57969
Donald J. Trump,2017-05-02 00:55:54,"President Andrew Jackson, who died 16 years before the Civil War started, saw it coming and was angry. Would never have let it happen!",57908
Donald J. Trump,2017-05-24 20:11:18,"Thank you for the warm welcome to Brussels, Belgium this afternoon!",57820
Bernie Sanders,2017-01-21 21:30:54,"This is not a time for despair, but rather a time for action. We are standing up and fighting back. #WomensMarch",57806
Donald J. Trump,2016-11-02 10:35:56,"You can change your vote in six states. So, now that you see that Hillary was a big mistake, change your vote to MAKE AMERICA GREAT AGAIN!",57785
Donald J. Trump,2016-09-27 02:40:26,Nothing on emails. Nothing on the corrupt Clinton Foundation. And nothing on #Benghazi. #Debates2016 #debatenight,57726
Maxine Waters,2017-04-04 20:20:40,Susan Rice didn't ask the FBI for immunity from prosecution. Mike Flynn did. Obama's campaign was not under FBI investigation. Trump's is.,57603
Donald J. Trump,2017-01-18 13:06:58,No wonder the Today Show on biased @NBC is doing so badly compared to its glorious past. Little credibility!,57570
Donald J. Trump,2017-01-06 00:30:15,The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia......,57490
Donald J. Trump,2017-03-31 17:28:44,"Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA🇺🇸",57379
Donald J. Trump,2016-12-04 12:23:27,expensive mistake! THE UNITED STATES IS OPEN FOR BUSINESS,57366
Maxine Waters,2017-04-20 01:49:19,"Regarding the news on O'Reilly, a day will come when rich men won't be able to buy their way out of criminal conduct &amp; they will go to jail.",57366
President Trump,2017-01-28 20:08:10,YOUR WEEKLY ADDRESS:,57330
Bernie Sanders,2016-12-19 21:56:30,"Trump received 2.5 million fewer votes than Clinton, yet he'll soon be president. Clearly, in a democratic society, this shouldn't happen.",57305
Donald J. Trump,2017-04-18 10:38:59,"Democrat Jon Ossoff would be a disaster in Congress. VERY weak on crime and illegal immigration, bad for jobs and wants higher taxes. Say NO",57259
Donald J. Trump,2016-12-14 18:07:55,.@BillGates and @JimBrownNFL32 in my Trump Tower office yesterday- two great guys!,57236
Donald J. Trump,2017-05-10 12:30:51,"years, as a pol in Connecticut, Blumenthal would talk of his great bravery and conquests in Vietnam - except he was never there. When....",57183
Donald J. Trump,2017-05-12 21:09:32,"Today, @FLOTUS hosted a Military Mother's Day Event in the East Room of the WH. It was an honor to stop by, say hello, &amp; introduce Melania!",57099
Bernie Sanders,2017-05-25 16:24:38,I know a $15 minimum wage is radical to Republicans. You know what’s radical? That people working 40 or 50 hours a week live in poverty.,56927
Donald J. Trump,2017-04-09 15:21:07,...confidence that President Al Sisi will handle situation properly.,56913
Elizabeth Warren,2017-05-25 19:21:23,Breaking news: @realDonaldTrump's illegal &amp; unconstitutional Muslim ban is still illegal &amp; unconstitutional.,56894
Donald J. Trump,2017-03-28 15:26:23,The failing @NYTimes would do much better if they were honest!,56866
Donald J. Trump,2017-02-17 15:34:14,Join me at 11:00am: Watch here:,56865
Donald J. Trump,2017-04-26 10:38:51,"...the Ninth Circuit, which has a terrible record of being overturned (close to 80%). They used to call this ""judge shopping!"" Messy system.",56843
Donald J. Trump,2017-03-09 23:11:27,Honored to meet this years @SenateYouth delegates w/ @VP Pence in the East Room of the @WhiteHouse. Congratulations!,56764
Donald J. Trump,2017-01-19 20:13:57,On my way! #Inauguration2017,56726
Donald J. Trump,2016-09-26 22:31:53,My team of deplorables will be managing my Twitter account for this evenings debate. Tune in! #DebateNight #TrumpPence16,56593
Donald J. Trump,2016-12-01 14:38:09,Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C.,56590
Donald J. Trump,2016-12-08 01:56:40,"If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues",56563
Donald J. Trump,2016-10-16 17:01:12,The election is absolutely being rigged by the dishonest and distorted media pushing Crooked Hillary - but also at many polling places - SAD,56551
Bernie Sanders,2016-11-14 20:07:01,Climate change is not a hoax. It’s a threat to this entire planet. Trump better start listening to scientists and not fossil fuel companies.,56550
Donald J. Trump,2017-05-19 02:03:58,"""President Donald J. Trump Proclaims 5/14/2017 through 5/20/2017 as #PoliceWeek"" Proclamation➡️ #ThankACop #LESM",56542
Donald J. Trump,2017-02-23 22:53:45,'S&amp;P 500 Edges Higher After Trump Renews Jobs Pledge',56529
Donald J. Trump,2017-04-17 22:38:30,TRUMP APPROVAL HITS 50%,56514
Bernie Sanders,2017-01-30 19:37:01,"On virtually every major issue, Trump represents a minority of Americans. Our job now is to bring the majority together and fight back.",56505
Donald J. Trump,2017-01-17 14:36:26,"country and with the massive cost reductions I have negotiated on military purchases and more, I believe the people are seeing ""big stuff.""",56483
Donald J. Trump,2017-04-03 17:56:55,Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Thursday!,56472
Donald J. Trump,2016-10-09 13:00:51,"Tremendous support (except for some Republican ""leadership""). Thank you.",56443
Donald J. Trump,2016-12-15 13:09:14,"Thank you to Time Magazine and Financial Times for naming me ""Person of the Year"" - a great honor!",56322
Bernie Sanders,2016-11-21 15:39:06,We will not go silently into the night. We must stop the Dakota Access Pipeline and defend the rights of water protectors at Standing Rock.,56181
Donald J. Trump,2017-05-31 10:37:42,"So now it is reported that the Democrats, who have excoriated Carter Page about Russia, don't want him to testify. He blows away their....",56168
Bernie Sanders,2017-02-05 20:36:01,Trump ran for president saying he would take on Wall Street. Now he's dismantling laws that protect Americans from Wall Street’s greed.,56153
Donald J. Trump,2016-07-31 13:32:55,"I was viciously attacked by Mr. Khan at the Democratic Convention. Am I not allowed to respond? Hillary voted for the Iraq war, not me!",56147
Donald J. Trump,2016-10-11 17:43:06,I hope people are looking at the disgraceful behavior of Hillary Clinton as exposed by WikiLeaks. She is unfit to run.,56014
Bernie Sanders,2016-12-04 21:30:34,I appreciate @POTUS listening to the Native American people and millions of others who believe this pipeline should not be built.,55997
Donald J. Trump,2016-10-21 17:34:35,"The results are in on the final debate and it is almost unanimous, I WON! Thank you, these are very exciting times.",55843
Donald J. Trump,2016-09-01 00:40:07,"Hillary Clinton didn't go to Louisiana, and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!",55778
Bernie Sanders,2017-02-28 15:41:00,"Yesterday, President Trump said, 'Nobody ever knew health care could be so complicated.' Well, some of us had an idea.",55678
Donald J. Trump,2016-10-11 14:48:29,Disloyal R's are far more difficult than Crooked Hillary. They come at you from all sides. They don’t know how to win - I will teach them!,55661
President Trump,2017-05-29 14:51:00,The violent attacks in Portland on Friday are unacceptable. The victims were standing up to hate and intolerance. Our prayers are w/ them.,55549
Donald J. Trump,2017-05-15 19:54:09,"Today, I delivered remarks at the 36th Annual National Peace Officers' Memorial Service. #NationalPoliceWeek Watch:",55448
Bernie Sanders,2016-11-13 18:43:02,"We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. Trump, you are dead wrong.",55381
Bernie Sanders,2017-01-28 02:12:00,"The attacks on abortion rights that we see now would not be happening if 80 percent of the U.S. Senate were women, not men.",55336
Donald J. Trump,2016-12-13 04:26:13,"Even though I am not mandated by law to do so, I will be leaving my busineses before January 20th so that I can focus full time on the......",55302
Donald J. Trump,2016-10-10 03:39:21,"Thank you St. Louis, Missouri! #MakeAmericaGreatAgain",55173
Donald J. Trump,2016-07-19 04:14:11,"It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! #GOPConvention",55127
Donald J. Trump,2016-11-20 14:05:01,I have always had a good relationship with Chuck Schumer. He is far smarter than Harry R and has the ability to get things done. Good news!,55109
Elizabeth Warren,2017-01-28 00:02:59,"We are a country of immigrants &amp; refugees, of people fleeing religious persecution &amp; seeking freedom, a country made strong by diversity.",55106
Donald J. Trump,2017-03-01 01:30:49,Join me live at 9:00 P.M. #JointAddress,55096
Bernie Sanders,2017-01-25 21:55:23,Our diversity is one of our great strengths. We don’t need a wall. We need an immigration policy designed to unite families not divide them.,55087
Donald J. Trump,2016-12-31 18:58:12,Happy Birthday @DonaldJTrumpJr!,54965
Bernie Sanders,2017-01-18 17:37:02,"Maybe, just maybe, we want someone leading the Environmental Protection Agency who actually believes in environmental protection.",54963
Donald J. Trump,2017-05-08 22:50:45,Biggest story today between Clapper &amp; Yates is on surveillance. Why doesn't the media report on this? #FakeNews!,54950
Donald J. Trump,2017-01-03 17:00:11,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for INNOVATION &amp; JOB CREATION.",54934
Donald J. Trump,2016-11-01 10:31:46,Look at the way Crooked Hillary is handling the e-mail case and the total mess she is in. She is unfit to be president. Bad judgement!,54920
Donald J. Trump,2017-05-05 12:52:36,"Big win in the House - very exciting! But when everything comes together with the inclusion of Phase 2, we will have truly great healthcare!",54911
Donald J. Trump,2016-11-03 19:25:37,"Watching my beautiful wife, Melania, speak about our love of country and family. We will make you all very proud.",54876
Donald J. Trump,2017-01-13 11:11:13,"Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...",54867
Donald J. Trump,2017-04-22 03:38:00,"After 5 SB victories since 2002, it was my honor to give Bob Kraft, Coach Belichick, and the players their first tour of the WH Residence.",54799
President Trump,2017-03-02 23:31:12,"Congratulations to our new Secretary of @HUDgov, Dr. Ben Carson!",54789
Donald J. Trump,2016-10-12 13:46:43,Very little pick-up by the dishonest media of incredible information provided by WikiLeaks. So dishonest! Rigged system!,54738
Donald J. Trump,2017-03-30 14:27:14,The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws?,54672
Donald J. Trump,2017-05-25 22:44:57,Just arrived in Taormina with @FLOTUS Melania. #G7Summit #USA🇺🇸,54633
Donald J. Trump,2016-07-14 22:40:31,"Another horrific attack, this time in Nice, France. Many dead and injured. When will we learn? It is only getting worse.",54618
Donald J. Trump,2017-03-29 23:58:11,.@FLOTUS Melania and I were honored to stop by the Women's Empowerment Panel this afternoon at the @WhiteHouse.,54558
Donald J. Trump,2016-07-04 22:30:15,Why is President Obama allowed to use Air Force One on the campaign trail with Crooked Hillary? She is flying with him tomorrow. Who pays?,54546
President Trump,2017-02-02 01:08:56,"Congratulations to our new Secretary of State Rex Tillerson, sworn-in this evening by @VP Mike Pence.",54542
